product_id;product_name;brand_name;product_class_id;gross_weight;net_weight;recyclable_package;low_fat;units_per_case;cases_per_pallet;shelf_width;shelf_height;shelf_depth
849;Nationeel Graham Crackers;Nationeel;45;8.31;6.31;f;f;31;12;9.02;7.69;8.19
850;Nationeel Cheese Crackers;Nationeel;82;7.17;6.17;f;t;18;6;15.9;20.1;10.4
851;Nationeel Buttered Popcorn;Nationeel;54;9.31;6.31;f;t;7;5;6.93;12.7;19.1
852;Nationeel No Salt Popcorn;Nationeel;54;8.63;6.63;f;t;15;9;16;21.8;11.2
853;Nationeel Low Fat Popcorn;Nationeel;54;10.6;8.6;f;t;28;6;5.9;12;15.4
854;Nationeel Salsa Dip;Nationeel;83;10.9;7.89;t;f;11;8;17.7;14.5;12.2
855;Nationeel Avocado Dip;Nationeel;83;10.2;8.19;f;t;25;5;16.9;18;21.7
856;Nationeel Salted Pretzels;Nationeel;46;15.5;13.5;t;t;9;8;14.3;17.6;17
857;Nationeel Cheese Dip;Nationeel;83;11.7;8.69;t;f;9;5;15.8;17.6;17.6
858;Nationeel Fondue Mix;Nationeel;83;6.98;5.98;f;f;5;8;4.22;20.8;20.9
859;Nationeel Mini Donuts;Nationeel;84;16.3;14.2;f;f;16;7;5.3;13;22.3
860;Nationeel Beef Jerky;Nationeel;17;17;15;t;t;31;11;21.2;21.1;18.9
861;Nationeel Chocolate Donuts;Nationeel;84;8.95;6.94;f;f;25;11;4.78;8.6;15.8
862;Nationeel Low Fat Chips;Nationeel;12;9.7;8.69;f;f;29;12;19.4;14.4;7.51
863;Nationeel Sesame Crackers;Nationeel;82;10.8;7.8;t;t;25;14;7.5;4.84;16.5
864;Nationeel Frosted Cookies;Nationeel;45;12.5;10.5;t;t;34;5;6.4;15.2;12.9
865;Nationeel Dried Apples;Nationeel;109;9.63;7.63;t;f;22;11;12.6;6.39;3.2
866;Nationeel Apple Fruit Roll;Nationeel;109;11.2;10.1;f;t;26;14;13.2;16.7;14.5
867;Nationeel Strawberry Fruit Roll;Nationeel;109;12.3;11.3;t;t;23;8;12.5;19.4;8.48
868;Nationeel Raspberry Fruit Roll;Nationeel;109;14.4;12.3;t;f;5;13;15.3;6.52;9.72
869;Nationeel Grape Fruit Roll;Nationeel;109;17;15;t;f;15;5;9.3;11.4;8.3
870;Nationeel Dried Dates;Nationeel;109;20;18;t;f;9;12;14.8;11.8;14.2
871;Nationeel Raisins;Nationeel;109;17.1;14.1;t;t;9;12;22.4;5.29;9.54
872;Nationeel Golden Raisins;Nationeel;109;19.2;16.2;f;f;9;5;4.08;19;20.7
873;Nationeel Dried Apricots;Nationeel;109;13.4;12.3;f;f;17;6;18.8;18.9;21.9
874;Nationeel Frosted Donuts;Nationeel;84;11.4;10.3;f;f;28;8;20.9;20.1;14.4
875;Thresher Tasty Candy Bar;Thresher;36;17.5;16.5;t;t;26;10;6.35;6.51;11.8
876;Thresher Mint Chocolate Bar;Thresher;36;20.9;17.8;f;t;23;12;15.9;12.5;17.6
877;Thresher Malted Milk Balls;Thresher;36;10.3;8.3;t;f;7;7;22.8;19.8;5.32
878;Thresher Semi-Sweet Chocolate Bar;Thresher;36;18.8;17.7;t;f;4;5;16.5;11.8;9.55
879;Thresher Bubble Gum;Thresher;37;11.7;9.69;t;t;9;11;3.56;8.31;11.1
880;Thresher Spicy Mints;Thresher;38;11.1;8.1;f;f;34;11;10.8;8.53;13.2
881;Thresher Mints;Thresher;38;7.2;5.19;f;f;7;7;10.9;17.1;14.2
882;Thresher White Chocolate Bar;Thresher;36;11.5;9.5;t;t;26;9;5.17;5.5;14.7
883;Monarch Ravioli;Monarch;5;8.2;5.19;t;f;18;10;8.85;22.2;5.2
884;Monarch Manicotti;Monarch;5;13;10;f;f;22;12;5.3;7.26;15.5
885;Monarch Spaghetti;Monarch;5;13.3;11.3;t;t;35;10;7.64;21.9;19.8
886;Monarch Thai Rice;Monarch;57;8.44;6.43;f;f;7;6;17.1;18.6;13.2
887;Monarch Rice Medly;Monarch;57;13.2;11.1;f;f;24;5;3.7;18.1;21.1
888;Discover Ravioli;Discover;5;8.06;6.06;f;t;5;6;8.42;13.5;14.6
889;Discover Manicotti;Discover;5;16;14;t;f;7;5;22.4;17.8;16.4
890;Discover Spaghetti;Discover;5;21.7;20.7;t;t;6;10;3.54;5.15;21.5
891;Discover Thai Rice;Discover;57;19.3;17.2;f;f;9;13;12;13;21.6
892;Discover Rice Medly;Discover;57;14.5;13.5;t;f;27;9;20.6;5.19;20
893;Pearl Imported Beer;Pearl;43;11.6;8.6;f;f;33;7;6.52;18.5;20.3
894;Pearl Light Wine;Pearl;44;9.87;6.86;t;f;11;5;15.9;11.7;5.89
895;Pearl Chardonnay Wine;Pearl;44;16.2;15.2;f;f;2;6;7.95;10;18.8
896;Pearl Chablis Wine;Pearl;44;10.7;8.69;f;f;31;12;12;15.2;20.5
897;Pearl Merlot Wine;Pearl;44;9.01;7.01;f;f;8;11;21.5;8.46;6.07
898;Pearl Chardonnay;Pearl;44;15.4;12.3;f;f;34;12;13.4;6.68;19
899;Pearl White Zinfandel Wine;Pearl;44;19.9;17.8;f;f;20;13;17.3;13.6;12.6
900;Pearl Light Beer;Pearl;43;10.3;8.3;f;f;11;5;9.28;11.8;5.64
901;Fantastic Pumpernickel Bread;Fantastic;27;13.5;11.5;t;f;23;13;4.06;13.2;14.6
902;Fantastic White Bread;Fantastic;27;9.8;8.8;t;f;18;8;15.4;18.7;17.7
903;Fantastic Rye Bread;Fantastic;27;21.4;18.3;t;t;4;14;16.1;13.1;8.45
904;Fantastic English Muffins;Fantastic;26;7.94;4.94;t;f;28;6;12.9;15.9;9.44
905;Fantastic Cranberry Muffins;Fantastic;26;20.5;18.5;f;f;25;8;17.2;19.3;4.88
906;Fantastic Muffins;Fantastic;26;11.6;9.6;f;f;26;9;5.1;5.63;14.5
907;Fantastic Bagels;Fantastic;25;6.04;4.03;t;t;27;5;17.1;12.1;10.6
908;Fantastic Blueberry Muffins;Fantastic;26;18.6;16.6;t;t;19;10;12.5;3.32;13.6
909;Fantastic Wheat Bread;Fantastic;27;10.6;8.6;f;t;13;7;13.9;4.15;10.5
910;BBB Best Sesame Oil;BBB Best;49;15.4;14.3;f;t;13;7;6.97;20;16.3
911;BBB Best Chunky Peanut Butter;BBB Best;53;6.97;3.96;f;t;10;14;7.18;17.5;13.3
912;BBB Best Hot Chocolate;BBB Best;51;14.5;11.5;t;t;19;13;16.2;7.19;22.8
913;BBB Best Brown Sugar;BBB Best;50;14.3;12.3;t;f;24;11;18.3;3.01;22.3
914;BBB Best White Sugar;BBB Best;50;6.76;3.76;t;t;3;6;13;8.32;16.5
915;BBB Best French Roast Coffee;BBB Best;90;17.1;15.1;f;f;34;6;5.87;10.4;12.6
916;BBB Best Decaf Coffee;BBB Best;90;15.2;13.1;t;f;6;6;16.8;14.7;18.2
917;BBB Best Regular Coffee;BBB Best;90;17.2;15.2;f;f;16;11;4.02;21.5;22.6
918;BBB Best Vegetable Oil;BBB Best;49;13.5;11.5;f;t;15;13;17.7;9.12;3.72
919;BBB Best Corn Oil;BBB Best;49;15.5;13.5;t;t;4;7;20.5;16.2;4.95
920;BBB Best Tomato Sauce;BBB Best;48;8.09;6.09;t;f;30;11;3.86;4.84;16.6
921;BBB Best Canola Oil;BBB Best;49;16.1;14.1;f;f;30;13;14.7;13.4;6.04
922;BBB Best Grape Preserves;BBB Best;33;13.2;10.1;f;t;30;13;22.2;6.85;21.3
923;BBB Best Columbian Coffee;BBB Best;90;16.2;14.2;f;f;18;8;8.02;16.2;22.2
924;BBB Best Strawberry Jelly;BBB Best;31;21.2;18.2;f;f;30;5;13.1;15.4;10.7
925;BBB Best Pepper;BBB Best;4;11.4;9.39;f;t;4;5;18.3;12.9;13
926;BBB Best Low Fat Apple Butter;BBB Best;33;8.86;6.85;t;t;25;11;19.1;21.9;10.7
927;BBB Best Salt;BBB Best;4;7.72;5.71;f;t;36;9;15.9;19.8;15.4
928;BBB Best Apple Butter;BBB Best;33;9.38;7.38;t;t;33;12;15.1;8.04;21.8
929;BBB Best Oregano;BBB Best;4;12.8;11.8;t;f;28;8;14.7;19.6;10.1
930;BBB Best Apple Jelly;BBB Best;31;7.65;4.65;t;f;5;14;19.2;6.24;8.64
931;BBB Best Grape Jam;BBB Best;32;20.2;17.2;f;f;9;10;3.29;20.7;9.08
932;BBB Best Apple Jam;BBB Best;32;12.2;10.1;f;f;3;14;15.8;9.33;13.4
933;BBB Best Strawberry Jam;BBB Best;32;10.2;9.19;t;t;28;5;19.2;17.3;8.37
934;BBB Best Creamy Peanut Butter;BBB Best;53;12.8;11.8;f;f;20;11;3.14;7.76;9.45
935;BBB Best Strawberry Preserves;BBB Best;33;7.54;4.53;f;t;6;11;19.4;8.78;20.4
936;BBB Best Extra Chunky Peanut Butter;BBB Best;53;6.49;5.48;f;f;23;8;4.29;3.42;17.6
937;BBB Best Apple Preserves;BBB Best;33;21.8;18.7;t;t;25;10;3.3;18;12.2
938;BBB Best Grape Jelly;BBB Best;31;17;14;t;f;32;13;10.6;8.03;5.65
939;Fabulous Berry Juice;Fabulous;30;10.8;8.8;f;f;19;13;3.2;11.2;16.9
940;Fabulous Mango Drink;Fabulous;52;14.5;12.5;f;f;23;11;21.4;11.4;20.8
941;Fabulous Strawberry Drink;Fabulous;52;18.3;16.2;f;f;35;10;10.6;20.6;11.9
942;Fabulous Cream Soda;Fabulous;19;17.7;14.7;f;f;13;13;7.84;6.4;16.4
943;Fabulous Diet Soda;Fabulous;19;18.6;16.6;t;f;1;12;12.4;8.69;11.2
944;Fabulous Cola;Fabulous;19;16.4;15.3;t;f;17;13;19.9;14;21.9
945;Fabulous Diet Cola;Fabulous;19;12.3;9.3;f;f;5;12;19.2;8.24;13.2
946;Fabulous Orange Juice;Fabulous;30;6;4;t;f;2;11;5.4;21.1;10.2
947;Fabulous Cranberry Juice;Fabulous;30;16;15;t;f;11;8;7.47;18.5;16.9
948;Fabulous Apple Juice;Fabulous;30;16.9;13.8;f;f;34;7;12;20.8;11.6
949;Fabulous Apple Drink;Fabulous;52;10.6;8.6;t;f;32;5;18.2;13.7;8.66
950;Special Oatmeal;Special;35;9.56;6.56;f;f;25;8;3.69;15;10.8
951;Special Corn Puffs;Special;35;16.1;15.1;t;f;17;14;19.4;19.1;8.19
952;Special Wheat Puffs;Special;35;21.8;19.7;t;f;10;13;21.4;10.8;8.28
953;Special Grits;Special;35;17;16;t;t;17;13;19.9;8.62;9.15
954;Just Right Canned Beets;Just Right;62;8.66;6.65;t;f;32;6;8.79;9.41;3.67
955;Just Right Creamed Corn;Just Right;62;15.2;13.1;f;f;3;12;15.8;5.78;5.86
956;Just Right Canned String Beans;Just Right;62;10;9;t;t;13;6;22;12.3;19.3
957;Just Right Chicken Soup;Just Right;58;13.5;12.5;t;t;10;11;20.4;10.6;17.6
958;Just Right Canned Yams;Just Right;62;19.7;18.7;t;f;34;6;22;14.6;17.6
959;Just Right Vegetable Soup;Just Right;58;17.2;15.2;f;f;2;13;12;13.6;17.7
960;Just Right Canned Tomatos;Just Right;62;18;16;f;t;23;6;6.49;10.6;14.4
961;Just Right Noodle Soup;Just Right;58;9.1;7.1;f;t;35;12;4.49;11.4;21.6
962;Just Right Regular Ramen Soup;Just Right;58;9.31;6.31;t;t;10;7;9.47;15.1;13.2
963;Just Right Chicken Noodle Soup;Just Right;58;20.5;18.5;t;t;6;13;6.68;10.6;9.16
964;Just Right Turkey Noodle Soup;Just Right;58;16.7;14.7;f;f;24;6;19.7;16.1;7.25
965;Just Right Beef Soup;Just Right;58;17.3;16.2;f;t;10;10;6.67;3.18;16.4
966;Just Right Canned Peas;Just Right;62;8.02;5.02;t;f;20;11;11;10.5;11.2
967;Just Right Chicken Ramen Soup;Just Right;58;12.3;11.3;t;t;34;11;15.2;4.49;14.2
968;Just Right Canned Tuna in Water;Just Right;93;9.48;8.47;f;t;16;14;11.1;12.3;12
969;Just Right Canned Tuna in Oil;Just Right;93;7.43;5.42;f;f;4;13;3.37;8.02;22
970;Just Right Large Canned Shrimp;Just Right;94;13.9;12.8;f;t;3;14;6.05;6.26;7.29
971;Just Right Fancy Canned Anchovies;Just Right;95;10.1;7.1;t;t;9;12;8.07;12.9;12.8
972;Just Right Fancy Canned Clams;Just Right;96;7.65;5.65;f;f;6;8;7.93;17.4;15.5
973;Just Right Fancy Canned Oysters;Just Right;97;14.8;12.8;f;t;36;11;4.08;9.35;12.6
974;Just Right Fancy Canned Sardines;Just Right;98;6.89;4.88;t;t;24;6;15.3;15.7;12
975;Just Right Rice Soup;Just Right;58;7.12;6.11;f;t;14;7;18.9;12.6;21.3
976;Big City Canned Mixed Fruit;Big City;3;17.8;16.7;t;f;33;6;16.4;11.5;19.7
977;Big City Canned Peaches;Big City;3;11.6;8.6;t;f;26;12;8.07;10.3;16
978;Symphony Rosy Sunglasses;Symphony;89;17.4;15.3;t;f;36;7;8.03;4.31;11.1
979;James Bay Eyeglass Screwdriver;James Bay;103;18.3;16.2;f;f;29;8;13.3;22.1;5.88
980;James Bay City Map;James Bay;102;10.1;7.1;t;f;28;9;12.1;19.3;3.45
981;Even Better Low Fat Cottage Cheese;Even Better;15;19.7;17.7;f;f;20;11;19.1;7.8;20.4
982;Even Better Low Fat Sour Cream;Even Better;14;12.3;9.3;f;f;5;14;21.9;9.76;7.17
983;Even Better Sour Cream;Even Better;14;20.3;18.2;f;f;34;9;14.4;18.3;11.5
984;Even Better Jack Cheese;Even Better;11;6.33;4.32;t;t;20;10;19.1;18.8;20.1
985;Even Better Muenster Cheese;Even Better;11;12;9;t;t;12;11;20.1;6.21;5.26
986;Even Better String Cheese;Even Better;11;14.6;12.6;f;t;21;8;13.9;22.2;8.84
987;Even Better Low Fat String Cheese;Even Better;11;18.6;16.6;f;f;15;13;4.16;4.98;9.5
988;Even Better Havarti Cheese;Even Better;11;6.94;3.94;t;f;11;11;8.48;7.78;7.51
989;Even Better Head Cheese;Even Better;11;13.1;10.1;t;f;18;13;10.4;9.59;17.4
990;Even Better Cheese Spread;Even Better;11;7.91;6.9;t;f;13;9;18;22.9;13.3
991;Even Better Sharp Cheddar Cheese;Even Better;11;17.2;16.2;t;f;15;12;17.3;10.5;22.3
992;Even Better Mild Cheddar Cheese;Even Better;11;8.89;6.89;f;f;7;11;16.3;5.74;14.3
993;Even Better Large Curd Cottage Cheese;Even Better;15;15.9;13.8;t;t;7;12;4.21;12;3.99
994;Even Better 2% Milk;Even Better;76;15.7;12.6;f;f;6;7;6.54;16.7;18.4
995;Even Better Buttermilk;Even Better;76;21.7;19.7;f;f;35;5;15;16;16.5
996;Even Better Chocolate Milk;Even Better;76;14.8;12.8;t;f;6;5;20.6;12.2;18.7
997;Even Better 1% Milk;Even Better;76;21.8;18.7;t;f;23;14;13.1;7.18;6.57
998;Even Better Whole Milk;Even Better;76;8.02;6.02;f;f;20;11;21.7;5.95;6.29
999;Even Better Strawberry Yogurt;Even Better;6;17.1;15.1;t;t;26;11;7.42;22.1;8.43
1000;Even Better Blueberry Yogurt;Even Better;6;7.42;5.42;t;f;33;13;9.23;15;3.37
1001;American Chicken Hot Dogs;American;81;19.9;18.8;f;t;13;13;14.5;11.7;8.82
1002;American Pimento Loaf;American;91;7.49;6.48;t;t;33;12;22.8;15.6;9.61
1003;American Beef Bologna;American;91;14.2;11.1;t;f;19;13;16.8;10.7;16.9
1004;American Low Fat Bologna;American;91;15.8;13.8;t;f;5;8;17.2;12.2;13.2
1005;American Turkey Hot Dogs;American;81;21.9;18.8;t;f;9;13;22.3;9.73;15.6
1006;American Foot-Long Hot Dogs;American;81;8.4;5.39;f;f;29;9;8.49;6.85;16.7
1007;American Low Fat Cole Slaw;American;16;7.26;5.26;f;t;5;7;5.29;4.83;21.4
1008;American Cole Slaw;American;16;19.9;17.8;f;f;3;11;19.2;4.86;4.39
1009;American Roasted Chicken;American;77;12.3;10.3;t;f;33;7;4.08;4.62;16.1
1010;American Corned Beef;American;8;7.19;6.19;t;t;10;12;8.61;11.1;14.6
1011;American Sliced Turkey;American;8;14.8;13.8;f;t;13;8;7.35;17.5;11.6
1012;American Sliced Ham;American;8;6.81;3.8;f;t;7;12;19.8;6.15;16
1013;American Potato Salad;American;16;20.7;18.7;t;t;4;7;3.31;14.1;10.9
1014;American Sliced Chicken;American;8;7.32;5.32;t;f;24;10;7.19;4.58;12
1015;National Small Brown Eggs;National;66;18;17;t;t;11;9;3.48;5.61;3.04
1016;National Large Brown Eggs;National;66;17;15;f;t;34;10;8.34;20.2;20.2
1017;National Small Eggs;National;66;21.3;19.2;f;t;23;10;12.6;3.04;18.2
1018;National Large Eggs;National;66;16.6;14.6;f;t;8;6;19.9;12.9;11.6
1019;National Egg Substitute;National;66;21.3;19.2;f;t;24;11;7.25;8.04;19.5
1020;PigTail Low Fat Waffles;PigTail;34;14.7;12.6;f;f;26;6;6.61;15.6;8.48
1021;PigTail Orange Popsicles;PigTail;110;12.6;10.6;f;t;23;8;10.7;19.1;3.39
1022;PigTail Frozen Chicken Breast;PigTail;100;12.5;10.5;t;t;27;13;20.2;16.1;15.3
1023;PigTail Frozen Pancakes;PigTail;29;14.1;13.1;f;t;25;5;10.7;12;9.2
1024;PigTail Low Fat French Fries;PigTail;63;7.54;6.53;t;f;9;11;8.98;6.3;8.15
1025;PigTail Frozen Sausage Pizza;PigTail;64;18.7;16.7;f;f;14;12;7.48;4.02;9.02
1026;PigTail Blueberry Waffles;PigTail;34;11.2;9.19;t;f;7;7;20.3;20.4;13.2
1027;PigTail Fajita French Fries;PigTail;63;6.88;4.88;t;f;29;11;18.2;12.3;4.41
1028;PigTail Waffles;PigTail;34;17.6;16.6;t;f;11;9;4.47;18.9;17.9
1029;PigTail Frozen Pepperoni Pizza;PigTail;64;6.06;3.05;f;t;30;7;6.95;12.8;5.94
1030;PigTail Frozen Cheese Pizza;PigTail;64;12.6;9.6;t;t;10;6;13.5;6.91;20.7
1031;PigTail Frozen Mushroom Pizza;PigTail;64;10.1;8.1;t;t;13;13;3.52;5.91;20.9
1032;PigTail Apple Cinnamon Waffles;PigTail;34;15.9;14.8;f;f;29;12;3.3;11;20.9
1033;PigTail Frozen Carrots;PigTail;60;6.99;4.98;f;f;12;13;21.2;11.7;8.15
1034;PigTail Turkey TV Dinner;PigTail;10;21.9;19.8;t;f;23;7;6.33;15.3;20.3
1035;PigTail Chicken TV Dinner;PigTail;10;18.4;16.3;t;f;17;13;3.49;10.9;15.7
1036;PigTail Beef TV Dinner;PigTail;10;14.5;13.5;t;t;35;6;16.5;16.5;13.8
1037;PigTail Pancake Mix;PigTail;28;13.9;11.8;t;f;14;7;14.4;17.8;18.3
1038;PigTail Grape Popsicles;PigTail;110;16.5;14.5;f;t;5;7;17.5;12.7;19.4
1039;PigTail Home Style French Fries;PigTail;63;9.94;7.93;f;f;13;12;7.03;14.8;5.92
1040;PigTail Lime Popsicles;PigTail;110;17;15;f;t;14;8;13.6;18.9;10.5
1041;PigTail Ice Cream;PigTail;9;20;18;f;t;2;7;11.1;22.7;4.03
1042;PigTail Ice Cream Sandwich;PigTail;9;16.6;14.6;t;f;14;6;17.6;17.2;16.8
1043;PigTail Frozen Cauliflower;PigTail;60;7.77;5.76;f;t;26;8;14.3;15.8;19
1044;PigTail Frozen Broccoli;PigTail;60;10.2;8.19;t;t;17;10;19.5;8.5;5.11
1045;PigTail Frozen Corn;PigTail;60;12.7;11.6;t;f;9;11;15.3;22.2;13.7
1046;PigTail Frozen Peas;PigTail;60;9.84;7.84;t;t;32;7;11.8;16.8;16.5
1047;PigTail Popsicles;PigTail;9;10;8;t;f;16;13;15.5;13.7;5.81
1048;PigTail Frozen Chicken Thighs;PigTail;100;19.5;17.5;t;t;35;12;13;12.4;4.74
1049;PigTail Frozen Chicken Wings;PigTail;100;8.35;5.35;f;f;27;14;19.3;3.07;17.6
1050;PigTail Lemon Popsicles;PigTail;110;15.3;13.3;t;f;8;8;19.2;17.2;12.1
1051;Bird Call Silky Smooth Hair Conditioner;Bird Call;78;13.4;11.3;f;f;20;13;10.1;10.7;17.1
1052;Bird Call Tartar Control Toothpaste;Bird Call;39;17;16;f;f;29;6;8.47;10.9;21
1053;Bird Call Whitening Toothpast;Bird Call;39;18.5;15.5;f;f;8;12;13.6;9.94;10.6
1054;Bird Call Toothpaste;Bird Call;39;14;11;f;f;34;8;9.44;5.17;7.03
1055;Bird Call Deodorant;Bird Call;39;17.6;15.6;f;f;9;10;7.73;5.43;10.8
1056;Bird Call Conditioning Shampoo;Bird Call;79;15.3;14.3;t;f;25;8;13;3.88;22
1057;Bird Call Extra Moisture Shampoo;Bird Call;79;18.9;16.8;t;f;35;10;11.3;4.13;5.89
1058;Bird Call Angled Toothbrush;Bird Call;88;14.4;11.3;t;f;26;6;7.17;19.3;22.3
1059;Bird Call Apricot Shampoo;Bird Call;79;16.2;15.2;t;f;1;12;17.3;8.38;6.75
1060;Bird Call Childrens Aspirin;Bird Call;70;19.9;17.8;f;f;5;10;15.6;8.64;10.6
1061;Bird Call Buffered Aspirin;Bird Call;70;15.4;13.3;f;f;2;9;11.4;3.87;7.03
1062;Bird Call 200 MG Ibuprofen;Bird Call;71;19;17;t;f;16;7;9.71;4.12;10.8
1063;Bird Call 200 MG Acetominifen;Bird Call;72;20.5;17.5;t;f;25;9;14.8;3.1;20.4
1064;Bird Call HCL Nasal Spray;Bird Call;73;17.3;16.2;t;f;15;5;10.6;18.5;16.3
1065;Bird Call Dishwasher Detergent;Bird Call;73;20.9;18.8;t;f;25;7;8.92;18.7;20.2
1066;Bird Call Multi-Symptom Cold Remedy;Bird Call;75;17.3;16.2;f;f;4;14;8.78;9.61;6.34
1067;Bird Call Childrens Cold Remedy;Bird Call;75;12.8;10.8;t;f;35;14;4.58;4.84;22.7
1068;Bird Call Laundry Detergent;Bird Call;74;16.5;13.5;f;f;4;12;22.8;5.1;6.62
1069;Bird Call Mint Mouthwash;Bird Call;74;18;15;f;f;24;13;8.04;4.07;16.1
1070;High Quality 60 Watt Lightbulb;High Quality;80;21.6;20.6;f;f;28;12;6.34;4.33;20
1071;High Quality Plastic Forks;High Quality;56;18.4;16.3;f;f;18;8;22;19.7;15.9
1072;High Quality Plastic Spoons;High Quality;56;20.2;18.2;t;f;28;14;12.2;8.75;20.3
1073;High Quality Plastic Knives;High Quality;56;7.86;5.86;t;f;32;12;10.5;9.01;4.23
1074;High Quality C-Size Batteries;High Quality;101;19.3;18.2;t;f;29;11;6.33;4.24;20.6
1075;High Quality 100 Watt Lightbulb;High Quality;80;20.8;18.7;f;f;8;9;11.5;3.22;10.2
1076;High Quality AAA-Size Batteries;High Quality;101;8.48;6.47;f;f;17;11;9.79;3.47;14
1077;High Quality Paper Plates;High Quality;55;19.9;17.8;f;f;8;7;5.59;18.7;10.5
1078;High Quality Paper Cups;High Quality;55;7.63;4.63;f;f;18;9;3.88;18.9;14.3
1079;High Quality 75 Watt Lightbulb;High Quality;80;21.3;19.2;f;f;25;12;3.69;9.98;19.9
1080;High Quality Toilet Bowl Cleaner;High Quality;22;21.8;20.7;t;f;27;7;4.8;13.3;19.8
1081;High Quality Counter Cleaner;High Quality;22;9.51;7.51;f;f;31;14;3.09;13.5;3.67
1082;High Quality Glass Cleaner;High Quality;22;21.9;18.8;t;f;10;12;22.9;4.44;9.81
1083;High Quality 25 Watt Lightbulb;High Quality;80;9.61;8.6;t;f;14;10;21.2;4.7;13.6
1084;High Quality AA-Size Batteries;High Quality;101;10.1;7.1;t;f;16;13;22.3;8.06;13.5
1085;High Quality D-Size Batteries;High Quality;101;6.88;4.88;f;f;15;12;7.2;8.95;14.5
1086;High Quality Paper Towels;High Quality;18;10.5;7.5;f;f;19;10;5.49;9.2;18.3
1087;High Quality Soft Napkins;High Quality;18;7.26;5.26;f;f;24;13;6.78;12;19.8
1088;High Quality Scented Tissue;High Quality;18;19.7;16.7;f;f;32;7;6.64;22.8;5.95
1089;High Quality Toilet Paper;High Quality;18;7.36;5.36;t;f;7;9;4.93;3.14;9.8
1090;High Quality Tissues;High Quality;18;7.88;4.88;t;f;4;9;6.04;6.5;9.66
1091;High Quality Scented Toilet Tissue;High Quality;18;11.5;9.5;t;f;13;11;4.33;6.75;13.5
1092;High Quality Room Freshener;High Quality;20;7.97;5.96;t;f;21;14;4.2;17.6;19.6
1093;High Quality Frying Pan;High Quality;40;20.7;19.7;t;f;17;14;19.9;13;15.5
1094;High Quality Copper Cleaner;High Quality;87;8.39;6.39;t;f;21;12;18.2;13.2;19.4
1095;High Quality Bees Wax Candles;High Quality;47;9.85;7.85;f;f;5;13;3.4;12.2;8.97
1096;High Quality Silver Cleaner;High Quality;87;13.5;11.5;t;f;9;12;21.6;12.4;12.8
1097;High Quality Copper Pot Scrubber;High Quality;86;9.01;8.01;f;f;6;11;17.4;7.73;9.25
1098;High Quality Economy Toilet Brush;High Quality;85;21.7;18.7;t;f;11;13;22.3;8.62;10.2
1099;High Quality Scissors;High Quality;41;9.42;7.42;t;f;20;6;20.6;8.87;14.1
1100;High Quality Large Sponge;High Quality;42;20.9;18.8;t;f;11;11;16.4;4.1;10.5
1101;High Quality Screw Driver;High Quality;41;7.64;5.63;t;f;30;13;21.5;3.26;19.5
1102;Genteel Extra Lean Hamburger;Genteel;65;11.3;8.3;t;f;34;11;19.8;3.51;3.42
1103;Genteel Seasoned Hamburger;Genteel;65;11.1;9.1;t;f;15;13;9.87;7.1;20.3
1104;Mighty Good Monthly Sports Magazine;Mighty Good;104;15;14;f;f;8;12;11.7;4.31;13.5
1105;Mighty Good Monthly Auto Magazine;Mighty Good;108;13.7;10.6;f;f;6;11;3.29;5.32;13.9
1106;Mighty Good Monthly Computer Magazine;Mighty Good;107;6.5;4.5;f;f;16;8;5.42;22.5;21.2
1107;Mighty Good Monthly Home Magazine;Mighty Good;105;18.3;17.2;f;f;4;7;4.73;16.7;12.5
1108;Mighty Good Monthly Fashion Magazine;Mighty Good;106;18.3;17.2;t;f;6;9;16.1;17.9;12.4
1109;Tri-State Summer Squash;Tri-State;61;19.2;17.2;f;f;16;6;20.7;20.2;7.12
1110;Tri-State Corn on the Cob;Tri-State;61;12.7;10.6;f;f;19;9;18.8;5.58;11
1111;Tri-State Asparagus;Tri-State;61;17.9;14.8;t;f;15;11;8.54;6.23;3.8
1112;Tri-State Sweet Peas;Tri-State;61;19.9;18.8;f;t;4;5;11.3;13.3;5.03
1113;Tri-State New Potatos;Tri-State;61;17.5;14.5;f;f;30;10;19.9;10;20.1
1114;Tri-State Beets;Tri-State;61;20.6;19.6;t;t;36;6;5.53;10.5;6.13
1115;Tri-State Prepared Salad;Tri-State;61;6.66;4.65;t;f;1;6;18.4;12;4.86
1116;Tri-State Onions;Tri-State;61;15.9;13.8;t;f;33;13;14.9;17.1;14.2
1117;Tri-State Green Pepper;Tri-State;61;12;10;t;t;11;14;17.8;8.3;14.8
1118;Tri-State Shitake Mushrooms;Tri-State;61;11.9;9.89;t;f;15;8;8.09;20.7;6.77
1119;Tri-State Lettuce;Tri-State;61;7.66;5.65;t;f;25;13;6.97;6.3;7.49
1120;Tri-State Elephant Garlic;Tri-State;61;16.1;15.1;f;f;21;7;21.8;20.5;16.7
1121;Tri-State Red Pepper;Tri-State;61;9.55;6.55;t;t;29;7;10;20.3;18.1
1122;Tri-State Garlic;Tri-State;61;15.2;14.1;t;f;30;5;22.3;19.9;8.15
1123;Tri-State Potatos;Tri-State;61;8.17;6.17;f;t;7;6;9.43;16.4;9.74
1124;Tri-State Cauliflower;Tri-State;61;6.63;5.63;t;f;21;12;12.6;21;22.1
1125;Tri-State Tomatos;Tri-State;61;19.6;18.6;t;t;33;10;20.3;3.3;12.4
